"id","make","model","year","color","engine_type","transmission","fuel_type","mileage","price","owner_name","registration_number","insurance_valid_till","service_due_date","number_of_doors","seating_capacity","gps_enabled","bluetooth_enabled","sunroof","air_conditioning"
11566,"Make_11566","Model_11566",2006,"Blue","Engine_4","Automatic","Diesel",80962,"64938.50","Owner_11566","MH11566XYZ","2026-04-28","2026-07-27",3,5,True,False,False,False
11567,"Make_11567","Model_11567",2007,"Black","Engine_5","Manual","Electric",80969,"64943.25","Owner_11567","MH11567XYZ","2026-04-29","2026-07-28",4,6,False,False,False,False
11568,"Make_11568","Model_11568",2008,"White","Engine_0","Automatic","Petrol",80976,"64948.00","Owner_11568","MH11568XYZ","2026-04-30","2026-07-29",2,4,True,True,True,False
11569,"Make_11569","Model_11569",2009,"Silver","Engine_1","Manual","Diesel",80983,"64952.75","Owner_11569","MH11569XYZ","2026-05-01","2026-07-30",3,5,False,False,False,False
11570,"Make_11570","Model_11570",2010,"Red","Engine_2","Automatic","Electric",80990,"64957.50","Owner_11570","MH11570XYZ","2026-05-02","2026-07-31",4,6,True,False,False,True
11571,"Make_11571","Model_11571",2011,"Blue","Engine_3","Manual","Petrol",80997,"64962.25","Owner_11571","MH11571XYZ","2026-05-03","2026-08-01",2,4,False,True,False,False
11572,"Make_11572","Model_11572",2012,"Black","Engine_4","Automatic","Diesel",81004,"64967.00","Owner_11572","MH11572XYZ","2026-05-04","2026-08-02",3,5,True,False,True,False
11573,"Make_11573","Model_11573",2013,"White","Engine_5","Manual","Electric",81011,"64971.75","Owner_11573","MH11573XYZ","2026-05-05","2026-08-03",4,6,False,False,False,False
11574,"Make_11574","Model_11574",2014,"Silver","Engine_0","Automatic","Petrol",81018,"64976.50","Owner_11574","MH11574XYZ","2026-05-06","2026-08-04",2,4,True,True,False,False
11575,"Make_11575","Model_11575",2015,"Red","Engine_1","Manual","Diesel",81025,"64981.25","Owner_11575","MH11575XYZ","2026-05-07","2026-08-05",3,5,False,False,False,True
11576,"Make_11576","Model_11576",2016,"Blue","Engine_2","Automatic","Electric",81032,"64986.00","Owner_11576","MH11576XYZ","2026-05-08","2026-08-06",4,6,True,False,True,False
11577,"Make_11577","Model_11577",2017,"Black","Engine_3","Manual","Petrol",81039,"64990.75","Owner_11577","MH11577XYZ","2026-05-09","2026-08-07",2,4,False,True,False,False
11578,"Make_11578","Model_11578",2018,"White","Engine_4","Automatic","Diesel",81046,"64995.50","Owner_11578","MH11578XYZ","2026-05-10","2026-08-08",3,5,True,False,False,False
11579,"Make_11579","Model_11579",2019,"Silver","Engine_5","Manual","Electric",81053,"65000.25","Owner_11579","MH11579XYZ","2026-05-11","2026-08-09",4,6,False,False,False,False
11580,"Make_11580","Model_11580",2020,"Red","Engine_0","Automatic","Petrol",81060,"65005.00","Owner_11580","MH11580XYZ","2026-05-12","2026-08-10",2,4,True,True,True,True
11581,"Make_11581","Model_11581",2021,"Blue","Engine_1","Manual","Diesel",81067,"65009.75","Owner_11581","MH11581XYZ","2026-05-13","2026-08-11",3,5,False,False,False,False
11582,"Make_11582","Model_11582",2022,"Black","Engine_2","Automatic","Electric",81074,"65014.50","Owner_11582","MH11582XYZ","2026-05-14","2026-08-12",4,6,True,False,False,False
11583,"Make_11583","Model_11583",2023,"White","Engine_3","Manual","Petrol",81081,"65019.25","Owner_11583","MH11583XYZ","2026-05-15","2026-08-13",2,4,False,True,False,False
11584,"Make_11584","Model_11584",2024,"Silver","Engine_4","Automatic","Diesel",81088,"65024.00","Owner_11584","MH11584XYZ","2026-05-16","2026-08-14",3,5,True,False,True,False
11585,"Make_11585","Model_11585",1990,"Red","Engine_5","Manual","Electric",81095,"65028.75","Owner_11585","MH11585XYZ","2026-05-17","2026-08-15",4,6,False,False,False,True
11586,"Make_11586","Model_11586",1991,"Blue","Engine_0","Automatic","Petrol",81102,"65033.50","Owner_11586","MH11586XYZ","2026-05-18","2026-08-16",2,4,True,True,False,False
11587,"Make_11587","Model_11587",1992,"Black","Engine_1","Manual","Diesel",81109,"65038.25","Owner_11587","MH11587XYZ","2026-05-19","2026-08-17",3,5,False,False,False,False
11588,"Make_11588","Model_11588",1993,"White","Engine_2","Automatic","Electric",81116,"65043.00","Owner_11588","MH11588XYZ","2026-05-20","2026-08-18",4,6,True,False,True,False
11589,"Make_11589","Model_11589",1994,"Silver","Engine_3","Manual","Petrol",81123,"65047.75","Owner_11589","MH11589XYZ","2026-05-21","2026-08-19",2,4,False,True,False,False
11590,"Make_11590","Model_11590",1995,"Red","Engine_4","Automatic","Diesel",81130,"65052.50","Owner_11590","MH11590XYZ","2026-05-22","2025-08-20",3,5,True,False,False,True
11591,"Make_11591","Model_11591",1996,"Blue","Engine_5","Manual","Electric",81137,"65057.25","Owner_11591","MH11591XYZ","2026-05-23","2025-08-21",4,6,False,False,False,False
11592,"Make_11592","Model_11592",1997,"Black","Engine_0","Automatic","Petrol",81144,"65062.00","Owner_11592","MH11592XYZ","2026-05-24","2025-08-22",2,4,True,True,True,False
11593,"Make_11593","Model_11593",1998,"White","Engine_1","Manual","Diesel",81151,"65066.75","Owner_11593","MH11593XYZ","2026-05-25","2025-08-23",3,5,False,False,False,False
11594,"Make_11594","Model_11594",1999,"Silver","Engine_2","Automatic","Electric",81158,"65071.50","Owner_11594","MH11594XYZ","2026-05-26","2025-08-24",4,6,True,False,False,False
11595,"Make_11595","Model_11595",2000,"Red","Engine_3","Manual","Petrol",81165,"65076.25","Owner_11595","MH11595XYZ","2026-05-27","2025-08-25",2,4,False,True,False,True
11596,"Make_11596","Model_11596",2001,"Blue","Engine_4","Automatic","Diesel",81172,"65081.00","Owner_11596","MH11596XYZ","2026-05-28","2025-08-26",3,5,True,False,True,False
11597,"Make_11597","Model_11597",2002,"Black","Engine_5","Manual","Electric",81179,"65085.75","Owner_11597","MH11597XYZ","2026-05-29","2025-08-27",4,6,False,False,False,False
11598,"Make_11598","Model_11598",2003,"White","Engine_0","Automatic","Petrol",81186,"65090.50","Owner_11598","MH11598XYZ","2026-05-30","2025-08-28",2,4,True,True,False,False
11599,"Make_11599","Model_11599",2004,"Silver","Engine_1","Manual","Diesel",81193,"65095.25","Owner_11599","MH11599XYZ","2026-05-31","2025-08-29",3,5,False,False,False,False
11600,"Make_11600","Model_11600",2005,"Red","Engine_2","Automatic","Electric",81200,"65100.00","Owner_11600","MH11600XYZ","2026-06-01","2025-08-30",4,6,True,False,True,True
11601,"Make_11601","Model_11601",2006,"Blue","Engine_3","Manual","Petrol",81207,"65104.75","Owner_11601","MH11601XYZ","2026-06-02","2025-08-31",2,4,False,True,False,False
11602,"Make_11602","Model_11602",2007,"Black","Engine_4","Automatic","Diesel",81214,"65109.50","Owner_11602","MH11602XYZ","2026-06-03","2025-09-01",3,5,True,False,False,False
11603,"Make_11603","Model_11603",2008,"White","Engine_5","Manual","Electric",81221,"65114.25","Owner_11603","MH11603XYZ","2026-06-04","2025-09-02",4,6,False,False,False,False
11604,"Make_11604","Model_11604",2009,"Silver","Engine_0","Automatic","Petrol",81228,"65119.00","Owner_11604","MH11604XYZ","2026-06-05","2025-09-03",2,4,True,True,True,False
11605,"Make_11605","Model_11605",2010,"Red","Engine_1","Manual","Diesel",81235,"65123.75","Owner_11605","MH11605XYZ","2026-06-06","2025-09-04",3,5,False,False,False,True
11606,"Make_11606","Model_11606",2011,"Blue","Engine_2","Automatic","Electric",81242,"65128.50","Owner_11606","MH11606XYZ","2026-06-07","2025-09-05",4,6,True,False,False,False
11607,"Make_11607","Model_11607",2012,"Black","Engine_3","Manual","Petrol",81249,"65133.25","Owner_11607","MH11607XYZ","2026-06-08","2025-09-06",2,4,False,True,False,False
11608,"Make_11608","Model_11608",2013,"White","Engine_4","Automatic","Diesel",81256,"65138.00","Owner_11608","MH11608XYZ","2026-06-09","2025-09-07",3,5,True,False,True,False
11609,"Make_11609","Model_11609",2014,"Silver","Engine_5","Manual","Electric",81263,"65142.75","Owner_11609","MH11609XYZ","2026-06-10","2025-09-08",4,6,False,False,False,False
11610,"Make_11610","Model_11610",2015,"Red","Engine_0","Automatic","Petrol",81270,"65147.50","Owner_11610","MH11610XYZ","2026-06-11","2025-09-09",2,4,True,True,False,True
11611,"Make_11611","Model_11611",2016,"Blue","Engine_1","Manual","Diesel",81277,"65152.25","Owner_11611","MH11611XYZ","2026-06-12","2025-09-10",3,5,False,False,False,False
11612,"Make_11612","Model_11612",2017,"Black","Engine_2","Automatic","Electric",81284,"65157.00","Owner_11612","MH11612XYZ","2026-06-13","2025-09-11",4,6,True,False,True,False
11613,"Make_11613","Model_11613",2018,"White","Engine_3","Manual","Petrol",81291,"65161.75","Owner_11613","MH11613XYZ","2026-06-14","2025-09-12",2,4,False,True,False,False
11614,"Make_11614","Model_11614",2019,"Silver","Engine_4","Automatic","Diesel",81298,"65166.50","Owner_11614","MH11614XYZ","2026-06-15","2025-09-13",3,5,True,False,False,False
11615,"Make_11615","Model_11615",2020,"Red","Engine_5","Manual","Electric",81305,"65171.25","Owner_11615","MH11615XYZ","2026-06-16","2025-09-14",4,6,False,False,False,True
11616,"Make_11616","Model_11616",2021,"Blue","Engine_0","Automatic","Petrol",81312,"65176.00","Owner_11616","MH11616XYZ","2026-06-17","2025-09-15",2,4,True,True,True,False
11617,"Make_11617","Model_11617",2022,"Black","Engine_1","Manual","Diesel",81319,"65180.75","Owner_11617","MH11617XYZ","2026-06-18","2025-09-16",3,5,False,False,False,False
11618,"Make_11618","Model_11618",2023,"White","Engine_2","Automatic","Electric",81326,"65185.50","Owner_11618","MH11618XYZ","2026-06-19","2025-09-17",4,6,True,False,False,False
11619,"Make_11619","Model_11619",2024,"Silver","Engine_3","Manual","Petrol",81333,"65190.25","Owner_11619","MH11619XYZ","2026-06-20","2025-09-18",2,4,False,True,False,False
11620,"Make_11620","Model_11620",1990,"Red","Engine_4","Automatic","Diesel",81340,"65195.00","Owner_11620","MH11620XYZ","2026-06-21","2025-09-19",3,5,True,False,True,True
11621,"Make_11621","Model_11621",1991,"Blue","Engine_5","Manual","Electric",81347,"65199.75","Owner_11621","MH11621XYZ","2026-06-22","2025-09-20",4,6,False,False,False,False
11622,"Make_11622","Model_11622",1992,"Black","Engine_0","Automatic","Petrol",81354,"65204.50","Owner_11622","MH11622XYZ","2026-06-23","2025-09-21",2,4,True,True,False,False
11623,"Make_11623","Model_11623",1993,"White","Engine_1","Manual","Diesel",81361,"65209.25","Owner_11623","MH11623XYZ","2026-06-24","2025-09-22",3,5,False,False,False,False
11624,"Make_11624","Model_11624",1994,"Silver","Engine_2","Automatic","Electric",81368,"65214.00","Owner_11624","MH11624XYZ","2026-06-25","2025-09-23",4,6,True,False,True,False
11625,"Make_11625","Model_11625",1995,"Red","Engine_3","Manual","Petrol",81375,"65218.75","Owner_11625","MH11625XYZ","2026-06-26","2025-09-24",2,4,False,True,False,True
11626,"Make_11626","Model_11626",1996,"Blue","Engine_4","Automatic","Diesel",81382,"65223.50","Owner_11626","MH11626XYZ","2026-06-27","2025-09-25",3,5,True,False,False,False
11627,"Make_11627","Model_11627",1997,"Black","Engine_5","Manual","Electric",81389,"65228.25","Owner_11627","MH11627XYZ","2026-06-28","2025-09-26",4,6,False,False,False,False
11628,"Make_11628","Model_11628",1998,"White","Engine_0","Automatic","Petrol",81396,"65233.00","Owner_11628","MH11628XYZ","2026-06-29","2025-09-27",2,4,True,True,True,False
11629,"Make_11629","Model_11629",1999,"Silver","Engine_1","Manual","Diesel",81403,"65237.75","Owner_11629","MH11629XYZ","2026-06-30","2025-09-28",3,5,False,False,False,False
11630,"Make_11630","Model_11630",2000,"Red","Engine_2","Automatic","Electric",81410,"65242.50","Owner_11630","MH11630XYZ","2026-07-01","2025-09-29",4,6,True,False,False,True
11631,"Make_11631","Model_11631",2001,"Blue","Engine_3","Manual","Petrol",81417,"65247.25","Owner_11631","MH11631XYZ","2026-07-02","2025-09-30",2,4,False,True,False,False
11632,"Make_11632","Model_11632",2002,"Black","Engine_4","Automatic","Diesel",81424,"65252.00","Owner_11632","MH11632XYZ","2026-07-03","2025-10-01",3,5,True,False,True,False
11633,"Make_11633","Model_11633",2003,"White","Engine_5","Manual","Electric",81431,"65256.75","Owner_11633","MH11633XYZ","2026-07-04","2025-10-02",4,6,False,False,False,False
11634,"Make_11634","Model_11634",2004,"Silver","Engine_0","Automatic","Petrol",81438,"65261.50","Owner_11634","MH11634XYZ","2026-07-05","2025-10-03",2,4,True,True,False,False
11635,"Make_11635","Model_11635",2005,"Red","Engine_1","Manual","Diesel",81445,"65266.25","Owner_11635","MH11635XYZ","2026-07-06","2025-10-04",3,5,False,False,False,True
11636,"Make_11636","Model_11636",2006,"Blue","Engine_2","Automatic","Electric",81452,"65271.00","Owner_11636","MH11636XYZ","2026-07-07","2025-10-05",4,6,True,False,True,False
11637,"Make_11637","Model_11637",2007,"Black","Engine_3","Manual","Petrol",81459,"65275.75","Owner_11637","MH11637XYZ","2026-07-08","2025-10-06",2,4,False,True,False,False
11638,"Make_11638","Model_11638",2008,"White","Engine_4","Automatic","Diesel",81466,"65280.50","Owner_11638","MH11638XYZ","2026-07-09","2025-10-07",3,5,True,False,False,False
11639,"Make_11639","Model_11639",2009,"Silver","Engine_5","Manual","Electric",81473,"65285.25","Owner_11639","MH11639XYZ","2026-07-10","2025-10-08",4,6,False,False,False,False
11640,"Make_11640","Model_11640",2010,"Red","Engine_0","Automatic","Petrol",81480,"65290.00","Owner_11640","MH11640XYZ","2026-07-11","2025-10-09",2,4,True,True,True,True
11641,"Make_11641","Model_11641",2011,"Blue","Engine_1","Manual","Diesel",81487,"65294.75","Owner_11641","MH11641XYZ","2026-07-12","2025-10-10",3,5,False,False,False,False
11642,"Make_11642","Model_11642",2012,"Black","Engine_2","Automatic","Electric",81494,"65299.50","Owner_11642","MH11642XYZ","2026-07-13","2025-10-11",4,6,True,False,False,False
11643,"Make_11643","Model_11643",2013,"White","Engine_3","Manual","Petrol",81501,"65304.25","Owner_11643","MH11643XYZ","2026-07-14","2025-10-12",2,4,False,True,False,False
11644,"Make_11644","Model_11644",2014,"Silver","Engine_4","Automatic","Diesel",81508,"65309.00","Owner_11644","MH11644XYZ","2026-07-15","2025-10-13",3,5,True,False,True,False
11645,"Make_11645","Model_11645",2015,"Red","Engine_5","Manual","Electric",81515,"65313.75","Owner_11645","MH11645XYZ","2026-07-16","2025-10-14",4,6,False,False,False,True
11646,"Make_11646","Model_11646",2016,"Blue","Engine_0","Automatic","Petrol",81522,"65318.50","Owner_11646","MH11646XYZ","2026-07-17","2025-10-15",2,4,True,True,False,False
11647,"Make_11647","Model_11647",2017,"Black","Engine_1","Manual","Diesel",81529,"65323.25","Owner_11647","MH11647XYZ","2026-07-18","2025-10-16",3,5,False,False,False,False
11648,"Make_11648","Model_11648",2018,"White","Engine_2","Automatic","Electric",81536,"65328.00","Owner_11648","MH11648XYZ","2026-07-19","2025-10-17",4,6,True,False,True,False
11649,"Make_11649","Model_11649",2019,"Silver","Engine_3","Manual","Petrol",81543,"65332.75","Owner_11649","MH11649XYZ","2026-07-20","2025-10-18",2,4,False,True,False,False
11650,"Make_11650","Model_11650",2020,"Red","Engine_4","Automatic","Diesel",81550,"65337.50","Owner_11650","MH11650XYZ","2026-07-21","2025-10-19",3,5,True,False,False,True
11651,"Make_11651","Model_11651",2021,"Blue","Engine_5","Manual","Electric",81557,"65342.25","Owner_11651","MH11651XYZ","2026-07-22","2025-10-20",4,6,False,False,False,False
11652,"Make_11652","Model_11652",2022,"Black","Engine_0","Automatic","Petrol",81564,"65347.00","Owner_11652","MH11652XYZ","2026-07-23","2025-10-21",2,4,True,True,True,False
11653,"Make_11653","Model_11653",2023,"White","Engine_1","Manual","Diesel",81571,"65351.75","Owner_11653","MH11653XYZ","2026-07-24","2025-10-22",3,5,False,False,False,False
11654,"Make_11654","Model_11654",2024,"Silver","Engine_2","Automatic","Electric",81578,"65356.50","Owner_11654","MH11654XYZ","2026-07-25","2025-10-23",4,6,True,False,False,False
11655,"Make_11655","Model_11655",1990,"Red","Engine_3","Manual","Petrol",81585,"65361.25","Owner_11655","MH11655XYZ","2026-07-26","2025-10-24",2,4,False,True,False,True
11656,"Make_11656","Model_11656",1991,"Blue","Engine_4","Automatic","Diesel",81592,"65366.00","Owner_11656","MH11656XYZ","2026-07-27","2025-10-25",3,5,True,False,True,False
11657,"Make_11657","Model_11657",1992,"Black","Engine_5","Manual","Electric",81599,"65370.75","Owner_11657","MH11657XYZ","2026-07-28","2025-10-26",4,6,False,False,False,False
11658,"Make_11658","Model_11658",1993,"White","Engine_0","Automatic","Petrol",81606,"65375.50","Owner_11658","MH11658XYZ","2026-07-29","2025-10-27",2,4,True,True,False,False
11659,"Make_11659","Model_11659",1994,"Silver","Engine_1","Manual","Diesel",81613,"65380.25","Owner_11659","MH11659XYZ","2026-07-30","2025-10-28",3,5,False,False,False,False
11660,"Make_11660","Model_11660",1995,"Red","Engine_2","Automatic","Electric",81620,"65385.00","Owner_11660","MH11660XYZ","2026-07-31","2025-10-29",4,6,True,False,True,True
11661,"Make_11661","Model_11661",1996,"Blue","Engine_3","Manual","Petrol",81627,"65389.75","Owner_11661","MH11661XYZ","2026-08-01","2025-10-30",2,4,False,True,False,False
11662,"Make_11662","Model_11662",1997,"Black","Engine_4","Automatic","Diesel",81634,"65394.50","Owner_11662","MH11662XYZ","2026-08-02","2025-10-31",3,5,True,False,False,False
11663,"Make_11663","Model_11663",1998,"White","Engine_5","Manual","Electric",81641,"65399.25","Owner_11663","MH11663XYZ","2026-08-03","2025-11-01",4,6,False,False,False,False
11664,"Make_11664","Model_11664",1999,"Silver","Engine_0","Automatic","Petrol",81648,"65404.00","Owner_11664","MH11664XYZ","2026-08-04","2025-11-02",2,4,True,True,True,False
11665,"Make_11665","Model_11665",2000,"Red","Engine_1","Manual","Diesel",81655,"65408.75","Owner_11665","MH11665XYZ","2026-08-05","2025-11-03",3,5,False,False,False,True
11666,"Make_11666","Model_11666",2001,"Blue","Engine_2","Automatic","Electric",81662,"65413.50","Owner_11666","MH11666XYZ","2026-08-06","2025-11-04",4,6,True,False,False,False
11667,"Make_11667","Model_11667",2002,"Black","Engine_3","Manual","Petrol",81669,"65418.25","Owner_11667","MH11667XYZ","2026-08-07","2025-11-05",2,4,False,True,False,False
11668,"Make_11668","Model_11668",2003,"White","Engine_4","Automatic","Diesel",81676,"65423.00","Owner_11668","MH11668XYZ","2026-08-08","2025-11-06",3,5,True,False,True,False
11669,"Make_11669","Model_11669",2004,"Silver","Engine_5","Manual","Electric",81683,"65427.75","Owner_11669","MH11669XYZ","2026-08-09","2025-11-07",4,6,False,False,False,False
11670,"Make_11670","Model_11670",2005,"Red","Engine_0","Automatic","Petrol",81690,"65432.50","Owner_11670","MH11670XYZ","2026-08-10","2025-11-08",2,4,True,True,False,True
11671,"Make_11671","Model_11671",2006,"Blue","Engine_1","Manual","Diesel",81697,"65437.25","Owner_11671","MH11671XYZ","2026-08-11","2025-11-09",3,5,False,False,False,False
11672,"Make_11672","Model_11672",2007,"Black","Engine_2","Automatic","Electric",81704,"65442.00","Owner_11672","MH11672XYZ","2026-08-12","2025-11-10",4,6,True,False,True,False
11673,"Make_11673","Model_11673",2008,"White","Engine_3","Manual","Petrol",81711,"65446.75","Owner_11673","MH11673XYZ","2026-08-13","2025-11-11",2,4,False,True,False,False
11674,"Make_11674","Model_11674",2009,"Silver","Engine_4","Automatic","Diesel",81718,"65451.50","Owner_11674","MH11674XYZ","2026-08-14","2025-11-12",3,5,True,False,False,False
11675,"Make_11675","Model_11675",2010,"Red","Engine_5","Manual","Electric",81725,"65456.25","Owner_11675","MH11675XYZ","2026-08-15","2025-11-13",4,6,False,False,False,True
11676,"Make_11676","Model_11676",2011,"Blue","Engine_0","Automatic","Petrol",81732,"65461.00","Owner_11676","MH11676XYZ","2026-08-16","2025-11-14",2,4,True,True,True,False
11677,"Make_11677","Model_11677",2012,"Black","Engine_1","Manual","Diesel",81739,"65465.75","Owner_11677","MH11677XYZ","2026-08-17","2025-11-15",3,5,False,False,False,False
11678,"Make_11678","Model_11678",2013,"White","Engine_2","Automatic","Electric",81746,"65470.50","Owner_11678","MH11678XYZ","2026-08-18","2025-11-16",4,6,True,False,False,False
11679,"Make_11679","Model_11679",2014,"Silver","Engine_3","Manual","Petrol",81753,"65475.25","Owner_11679","MH11679XYZ","2026-08-19","2025-11-17",2,4,False,True,False,False
11680,"Make_11680","Model_11680",2015,"Red","Engine_4","Automatic","Diesel",81760,"65480.00","Owner_11680","MH11680XYZ","2025-08-20","2025-11-18",3,5,True,False,True,True
11681,"Make_11681","Model_11681",2016,"Blue","Engine_5","Manual","Electric",81767,"65484.75","Owner_11681","MH11681XYZ","2025-08-21","2025-11-19",4,6,False,False,False,False
11682,"Make_11682","Model_11682",2017,"Black","Engine_0","Automatic","Petrol",81774,"65489.50","Owner_11682","MH11682XYZ","2025-08-22","2025-11-20",2,4,True,True,False,False
11683,"Make_11683","Model_11683",2018,"White","Engine_1","Manual","Diesel",81781,"65494.25","Owner_11683","MH11683XYZ","2025-08-23","2025-11-21",3,5,False,False,False,False
11684,"Make_11684","Model_11684",2019,"Silver","Engine_2","Automatic","Electric",81788,"65499.00","Owner_11684","MH11684XYZ","2025-08-24","2025-11-22",4,6,True,False,True,False
11685,"Make_11685","Model_11685",2020,"Red","Engine_3","Manual","Petrol",81795,"65503.75","Owner_11685","MH11685XYZ","2025-08-25","2025-11-23",2,4,False,True,False,True
11686,"Make_11686","Model_11686",2021,"Blue","Engine_4","Automatic","Diesel",81802,"65508.50","Owner_11686","MH11686XYZ","2025-08-26","2025-11-24",3,5,True,False,False,False
11687,"Make_11687","Model_11687",2022,"Black","Engine_5","Manual","Electric",81809,"65513.25","Owner_11687","MH11687XYZ","2025-08-27","2025-11-25",4,6,False,False,False,False
11688,"Make_11688","Model_11688",2023,"White","Engine_0","Automatic","Petrol",81816,"65518.00","Owner_11688","MH11688XYZ","2025-08-28","2025-11-26",2,4,True,True,True,False
11689,"Make_11689","Model_11689",2024,"Silver","Engine_1","Manual","Diesel",81823,"65522.75","Owner_11689","MH11689XYZ","2025-08-29","2025-11-27",3,5,False,False,False,False
11690,"Make_11690","Model_11690",1990,"Red","Engine_2","Automatic","Electric",81830,"65527.50","Owner_11690","MH11690XYZ","2025-08-30","2025-11-28",4,6,True,False,False,True
11691,"Make_11691","Model_11691",1991,"Blue","Engine_3","Manual","Petrol",81837,"65532.25","Owner_11691","MH11691XYZ","2025-08-31","2025-11-29",2,4,False,True,False,False
11692,"Make_11692","Model_11692",1992,"Black","Engine_4","Automatic","Diesel",81844,"65537.00","Owner_11692","MH11692XYZ","2025-09-01","2025-11-30",3,5,True,False,True,False
11693,"Make_11693","Model_11693",1993,"White","Engine_5","Manual","Electric",81851,"65541.75","Owner_11693","MH11693XYZ","2025-09-02","2025-12-01",4,6,False,False,False,False
11694,"Make_11694","Model_11694",1994,"Silver","Engine_0","Automatic","Petrol",81858,"65546.50","Owner_11694","MH11694XYZ","2025-09-03","2025-12-02",2,4,True,True,False,False
11695,"Make_11695","Model_11695",1995,"Red","Engine_1","Manual","Diesel",81865,"65551.25","Owner_11695","MH11695XYZ","2025-09-04","2025-12-03",3,5,False,False,False,True
11696,"Make_11696","Model_11696",1996,"Blue","Engine_2","Automatic","Electric",81872,"65556.00","Owner_11696","MH11696XYZ","2025-09-05","2025-12-04",4,6,True,False,True,False
11697,"Make_11697","Model_11697",1997,"Black","Engine_3","Manual","Petrol",81879,"65560.75","Owner_11697","MH11697XYZ","2025-09-06","2025-12-05",2,4,False,True,False,False
11698,"Make_11698","Model_11698",1998,"White","Engine_4","Automatic","Diesel",81886,"65565.50","Owner_11698","MH11698XYZ","2025-09-07","2025-12-06",3,5,True,False,False,False
11699,"Make_11699","Model_11699",1999,"Silver","Engine_5","Manual","Electric",81893,"65570.25","Owner_11699","MH11699XYZ","2025-09-08","2025-12-07",4,6,False,False,False,False
11700,"Make_11700","Model_11700",2000,"Red","Engine_0","Automatic","Petrol",81900,"65575.00","Owner_11700","MH11700XYZ","2025-09-09","2025-12-08",2,4,True,True,True,True
11701,"Make_11701","Model_11701",2001,"Blue","Engine_1","Manual","Diesel",81907,"65579.75","Owner_11701","MH11701XYZ","2025-09-10","2025-12-09",3,5,False,False,False,False
11702,"Make_11702","Model_11702",2002,"Black","Engine_2","Automatic","Electric",81914,"65584.50","Owner_11702","MH11702XYZ","2025-09-11","2025-12-10",4,6,True,False,False,False
11703,"Make_11703","Model_11703",2003,"White","Engine_3","Manual","Petrol",81921,"65589.25","Owner_11703","MH11703XYZ","2025-09-12","2025-12-11",2,4,False,True,False,False
11704,"Make_11704","Model_11704",2004,"Silver","Engine_4","Automatic","Diesel",81928,"65594.00","Owner_11704","MH11704XYZ","2025-09-13","2025-12-12",3,5,True,False,True,False
11705,"Make_11705","Model_11705",2005,"Red","Engine_5","Manual","Electric",81935,"65598.75","Owner_11705","MH11705XYZ","2025-09-14","2025-12-13",4,6,False,False,False,True
11706,"Make_11706","Model_11706",2006,"Blue","Engine_0","Automatic","Petrol",81942,"65603.50","Owner_11706","MH11706XYZ","2025-09-15","2025-12-14",2,4,True,True,False,False
11707,"Make_11707","Model_11707",2007,"Black","Engine_1","Manual","Diesel",81949,"65608.25","Owner_11707","MH11707XYZ","2025-09-16","2025-12-15",3,5,False,False,False,False
11708,"Make_11708","Model_11708",2008,"White","Engine_2","Automatic","Electric",81956,"65613.00","Owner_11708","MH11708XYZ","2025-09-17","2025-12-16",4,6,True,False,True,False
11709,"Make_11709","Model_11709",2009,"Silver","Engine_3","Manual","Petrol",81963,"65617.75","Owner_11709","MH11709XYZ","2025-09-18","2025-12-17",2,4,False,True,False,False
11710,"Make_11710","Model_11710",2010,"Red","Engine_4","Automatic","Diesel",81970,"65622.50","Owner_11710","MH11710XYZ","2025-09-19","2025-12-18",3,5,True,False,False,True
11711,"Make_11711","Model_11711",2011,"Blue","Engine_5","Manual","Electric",81977,"65627.25","Owner_11711","MH11711XYZ","2025-09-20","2025-12-19",4,6,False,False,False,False
11712,"Make_11712","Model_11712",2012,"Black","Engine_0","Automatic","Petrol",81984,"65632.00","Owner_11712","MH11712XYZ","2025-09-21","2025-12-20",2,4,True,True,True,False
11713,"Make_11713","Model_11713",2013,"White","Engine_1","Manual","Diesel",81991,"65636.75","Owner_11713","MH11713XYZ","2025-09-22","2025-12-21",3,5,False,False,False,False
11714,"Make_11714","Model_11714",2014,"Silver","Engine_2","Automatic","Electric",81998,"65641.50","Owner_11714","MH11714XYZ","2025-09-23","2025-12-22",4,6,True,False,False,False
11715,"Make_11715","Model_11715",2015,"Red","Engine_3","Manual","Petrol",82005,"65646.25","Owner_11715","MH11715XYZ","2025-09-24","2025-12-23",2,4,False,True,False,True
11716,"Make_11716","Model_11716",2016,"Blue","Engine_4","Automatic","Diesel",82012,"65651.00","Owner_11716","MH11716XYZ","2025-09-25","2025-12-24",3,5,True,False,True,False
11717,"Make_11717","Model_11717",2017,"Black","Engine_5","Manual","Electric",82019,"65655.75","Owner_11717","MH11717XYZ","2025-09-26","2025-12-25",4,6,False,False,False,False
11718,"Make_11718","Model_11718",2018,"White","Engine_0","Automatic","Petrol",82026,"65660.50","Owner_11718","MH11718XYZ","2025-09-27","2025-12-26",2,4,True,True,False,False
11719,"Make_11719","Model_11719",2019,"Silver","Engine_1","Manual","Diesel",82033,"65665.25","Owner_11719","MH11719XYZ","2025-09-28","2025-12-27",3,5,False,False,False,False
11720,"Make_11720","Model_11720",2020,"Red","Engine_2","Automatic","Electric",82040,"65670.00","Owner_11720","MH11720XYZ","2025-09-29","2025-12-28",4,6,True,False,True,True
